position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Stimulation,stimulation,,,T67,Positive_regulation-Unit,False
12,of,of,,,,,False
15,endothelial,endothelial,T1,Cell-Begin,,,False
27,cell,cell,T1,Cell-Last,,,False
32,migration,migration,,,T68,Localization-Unit,False
42,by,by,,,,,False
45,vascular,vascular,T2,Gene_or_gene_product-Begin,,,False
54,permeability,permeability,T2,Gene_or_gene_product-Inside,,,False
67,factor,factor,T2,Gene_or_gene_product-Last,,,False
73,/,/,,,,,False
74,vascular,vascular,T3,Gene_or_gene_product-Begin,,,False
83,endothelial,endothelial,T3,Gene_or_gene_product-Inside,,,False
95,growth,growth,T3,Gene_or_gene_product-Inside,,,False
102,factor,factor,T3,Gene_or_gene_product-Last,,,False
109,through,through,,,,,False
117,cooperative,cooperative,,,,,False
129,mechanisms,mechanism,,,,,False
140,involving,involve,,,,,False
150,the,the,,,,,False
154,alphavbeta3,alphavbeta3,T4,Gene_or_gene_product-Begin,,,False
166,integrin,integrin,T4,Gene_or_gene_product-Last,,,False
174,",",",",,,,,False
176,osteopontin,osteopontin,T5,Gene_or_gene_product-Unit,,,False
187,",",",",,,,,False
189,and,and,,,,,False
193,thrombin,thrombin,T6,Gene_or_gene_product-Unit,,,False
201,.,.,,,,,True
203,We,we,,,,,False
206,have,have,,,,,False
211,identified,identify,,,,,False
222,several,several,,,,,False
230,mechanisms,mechanism,,,,,False
241,by,by,,,,,False
244,which,which,,,,,False
250,the,the,,,,,False
254,angiogenic,angiogenic,,,T69,Blood_vessel_development-Unit,False
265,cytokine,cytokine,,,,,False
274,vascular,vascular,T7,Gene_or_gene_product-Begin,,,False
283,permeability,permeability,T7,Gene_or_gene_product-Inside,,,False
296,factor,factor,T7,Gene_or_gene_product-Last,,,False
302,/,/,,,,,False
303,vascular,vascular,T8,Gene_or_gene_product-Begin,,,False
312,endothelial,endothelial,T8,Gene_or_gene_product-Inside,,,False
324,growth,growth,T8,Gene_or_gene_product-Inside,,,False
331,factor,factor,T8,Gene_or_gene_product-Last,,,False
338,(,(,,,,,False
339,VPF,vpf,T9,Gene_or_gene_product-Unit,,,False
342,/,/,,,,,False
343,VEGF,vegf,T10,Gene_or_gene_product-Unit,,,False
347,),),,,,,False
349,likely,likely,,,,,False
356,regulates,regulate,,,T70,Regulation-Unit,False
366,endothelial,endothelial,T11,Cell-Begin,,,False
378,cells,cell,T11,Cell-Last,,,False
384,(,(,,,,,False
385,EC,ec,T12,Cell-Unit,,,False
387,),),,,,,False
389,migration,migration,,,T71,Localization-Unit,False
398,.,.,,,,,True
400,VPF,vpf,T13,Gene_or_gene_product-Unit,,,False
403,/,/,,,,,False
404,VEGF,vegf,T14,Gene_or_gene_product-Unit,,,False
409,induced,induce,,,T72,Positive_regulation-Unit,False
417,dermal,dermal,T15,Cell-Begin,,,False
424,microvascular,microvascular,T15,Cell-Inside,,,False
438,EC,ec,T15,Cell-Last,,,False
441,expression,expression,,,T73,Transcription-Unit,False
452,of,of,,,,,False
455,mRNAs,mrna,,,,,False
461,encoding,encode,,,,,False
470,the,the,,,,,False
474,alphav,alphav,T16,Gene_or_gene_product-Unit,,,False
481,and,and,,,,,False
485,beta3,beta3,T17,Gene_or_gene_product-Begin,,,False
491,integrin,integrin,T17,Gene_or_gene_product-Inside,,,False
500,subunits,subunit,T17,Gene_or_gene_product-Last,,,False
509,resulting,result,,,,,False
519,in,in,,,,,False
522,increased,increased,,,T74,Positive_regulation-Unit,False
532,levels,level,,,,,False
539,of,of,,,,,False
542,the,the,,,,,False
546,alphavbeta3,alphavbeta3,T18,Gene_or_gene_product-Unit,,,False
558,heterodimer,heterodimer,,,,,False
570,at,at,,,,,False
573,the,the,,,,,False
577,cell,cell,T19,Cellular_component-Begin,,,False
582,surface,surface,T19,Cellular_component-Last,,,False
589,",",",",,,,,False
591,and,and,,,,,False
595,VPF,vpf,T20,Gene_or_gene_product-Unit,,,False
598,/,/,,,,,False
599,VEGF,vegf,T21,Gene_or_gene_product-Unit,,,False
604,also,also,,,,,False
609,induced,induce,,,T75,Positive_regulation-Unit,False
617,mRNA,mrna,,,,,False
622,encoding,encode,,,,,False
631,osteopontin,osteopontin,T22,Gene_or_gene_product-Unit,,,False
643,(,(,,,,,False
644,OPN,opn,T23,Gene_or_gene_product-Unit,,,False
647,),),,,,,False
648,",",",",,,,,False
650,an,an,,,,,False
653,alphavbeta3,alphavbeta3,T24,Gene_or_gene_product-Unit,,,False
665,ligand,ligand,,,,,False
671,.,.,,,,,True
