position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Ciprofloxacin,ciprofloxacin,T1,Simple_chemical-Unit,,,False
14,mediated,mediate,,,T63,Positive_regulation-Unit,False
23,cell,cell,T2,Cell-Unit,,,False
28,growth,growth,,,T64,Cell_proliferation-Unit,False
35,inhibition,inhibition,,,T65,Negative_regulation-Unit,False
45,",",",",,,,,False
47,S,s,,,,,False
48,/,/,,,,,False
49,G2,g2,,,,,False
51,-,-,,,,,False
52,M,m,,,,,False
54,cell,cell,T3,Cell-Unit,,,False
59,cycle,cycle,,,T66,Pathway-Unit,False
65,arrest,arrest,,,T67,Negative_regulation-Unit,False
71,",",",",,,,,False
73,and,and,,,,,False
77,apoptosis,apoptosis,,,T68,Cell_death-Unit,False
87,in,in,,,,,False
90,a,a,,,,,False
92,human,human,T4,Organism-Unit,,,False
98,transitional,transitional,T5,Cancer-Begin,,,False
111,cell,cell,T5,Cancer-Inside,,,False
116,carcinoma,carcinoma,T5,Cancer-Last,,,False
126,of,of,,,,,False
129,the,the,,,,,False
133,bladder,bladder,T6,Cell-Begin,,,False
141,cell,cell,T6,Cell-Inside,,,False
146,line,line,T6,Cell-Last,,,False
150,.,.,,,,,True
153,The,the,,,,,False
157,second,second,,,,,False
164,most,most,,,,,False
169,prevalent,prevalent,,,,,False
179,urological,urological,T7,Cancer-Begin,,,False
190,malignancy,malignancy,T7,Cancer-Last,,,False
201,in,in,,,,,False
204,middle,middle,,,,,False
211,aged,age,,,,,False
216,and,and,,,,,False
220,elderly,elderly,,,,,False
228,men,men,T8,Organism-Unit,,,False
232,is,be,,,,,False
235,bladder,bladder,T9,Cancer-Begin,,,False
243,cancer,cancer,T9,Cancer-Last,,,False
249,",",",",,,,,False
251,with,with,,,,,False
256,90,90,,,,,False
258,%,%,,,,,False
260,of,of,,,,,False
263,the,the,,,,,False
267,cases,case,,,,,False
273,being,be,,,,,False
279,transitional,transitional,T10,Cancer-Begin,,,False
292,cell,cell,T10,Cancer-Inside,,,False
297,carcinomas,carcinoma,T10,Cancer-Last,,,False
307,.,.,,,,,True
309,The,the,,,,,False
313,success,success,,,,,False
321,of,of,,,,,False
324,current,current,,,,,False
332,systemic,systemic,,,,,False
341,and,and,,,,,False
345,intravesical,intravesical,,,,,False
358,therapeutic,therapeutic,,,,,False
370,agents,agent,,,,,False
376,",",",",,,,,False
378,such,such,,,,,False
383,as,a,,,,,False
386,cisplatin,cisplatin,T11,Simple_chemical-Unit,,,False
395,",",",",,,,,False
397,thiotepa,thiotepa,T12,Simple_chemical-Unit,,,False
405,",",",",,,,,False
407,Adriamycin,adriamycin,T13,Simple_chemical-Unit,,,False
417,",",",",,,,,False
419,mitomycin,mitomycin,T14,Simple_chemical-Begin,,,False
429,C,c,T14,Simple_chemical-Last,,,False
430,",",",",,,,,False
432,and,and,,,,,False
436,bacillus,bacillus,T15,Organism-Begin,,,False
445,Calmette,calmette,T15,Organism-Inside,,,False
453,-,-,T15,Organism-Inside,,,False
454,Guerin,guerin,T15,Organism-Last,,,False
460,",",",",,,,,False
462,is,be,,,,,False
465,limited,limit,,,,,False
473,with,with,,,,,False
478,recurrence,recurrence,,,,,False
489,rates,rate,,,,,False
495,reduced,reduce,,,,,False
503,to,to,,,,,False
506,17,17,,,,,False
508,-,-,,,,,False
509,44,44,,,,,False
511,%,%,,,,,False
512,.,.,,,,,True
514,In,in,,,,,False
517,addition,addition,,,,,False
525,",",",",,,,,False
527,most,most,,,,,False
532,of,of,,,,,False
535,these,these,,,,,False
541,agents,agent,,,,,False
548,require,require,,,,,False
556,instrumentation,instrumentation,,,,,False
572,of,of,,,,,False
575,the,the,,,,,False
579,urinary,urinary,T16,Organism_subdivision-Begin,,,False
587,tract,tract,T16,Organism_subdivision-Last,,,False
593,and,and,,,,,False
597,are,be,,,,,False
601,delivered,deliver,,,,,False
611,at,at,,,,,False
614,a,a,,,,,False
616,significant,significant,,,,,False
628,cost,cost,,,,,False
633,and,and,,,,,False
637,potential,potential,,,,,False
647,morbidity,morbidity,,,,,False
657,to,to,,,,,False
660,the,the,,,,,False
664,patient,patient,T17,Organism-Unit,,,False
671,.,.,,,,,True
673,Fluroquinolone,fluroquinolone,T18,Simple_chemical-Unit,,,False
688,antibiotics,antibiotic,,,,,False
700,such,such,,,,,False
705,as,a,,,,,False
708,ciprofloxacin,ciprofloxacin,T19,Simple_chemical-Unit,,,False
721,",",",",,,,,False
723,which,which,,,,,False
729,can,can,,,,,False
733,be,be,,,,,False
736,administered,administer,,,T69,Planned_process-Unit,False
749,p,p,,,,,False
750,.,.,,,,,False
751,o,o,,,,,False
752,.,.,,,,,False
753,",",",",,,,,False
755,may,may,,,,,False
759,have,have,,,,,False
764,a,a,,,,,False
766,profound,profound,,,,,False
775,effect,effect,,,T70,Regulation-Unit,False
782,in,in,,,,,False
785,bladder,bladder,T20,Cancer-Begin,,,False
793,cancer,cancer,T20,Cancer-Last,,,False
800,management,management,,,,,False
810,.,.,,,,,True
812,This,this,,,,,False
817,is,be,,,,,False
820,primarily,primarily,,,,,False
830,based,base,,,,,False
836,on,on,,,,,False
839,limited,limited,,,,,False
847,in,in,,,,,False
850,vitro,vitro,,,,,False
856,studies,study,,,,,False
864,on,on,,,,,False
867,tumor,tumor,T21,Cell-Begin,,,False
873,cells,cell,T21,Cell-Last,,,False
879,derived,derive,,,,,False
887,from,from,,,,,False
892,transitional,transitional,T22,Cancer-Begin,,,False
905,cell,cell,T22,Cancer-Inside,,,False
910,carcinoma,carcinoma,T22,Cancer-Last,,,False
920,of,of,,,,,False
923,the,the,,,,,False
927,bladder,bladder,T23,Organ-Unit,,,False
935,that,that,,,,,False
940,revealed,reveal,,,,,False
949,a,a,,,,,False
951,dose,dose,,,,,False
955,-,-,,,,,False
957,and,and,,,,,False
961,time,time,,,,,False
965,-,-,,,,,False
966,dependent,dependent,,,T71,Positive_regulation-Unit,False
976,inhibition,inhibition,,,T72,Negative_regulation-Unit,False
987,of,of,,,,,False
990,cell,cell,T24,Cell-Unit,,,False
995,growth,growth,,,T73,Cell_proliferation-Unit,False
1002,by,by,,,,,False
1005,ciprofloxacin,ciprofloxacin,T25,Simple_chemical-Unit,,,False
1019,at,at,,,,,False
1022,concentrations,concentration,,,,,False
1037,that,that,,,,,False
1042,are,be,,,,,False
1046,easily,easily,,,,,False
1053,attainable,attainable,,,,,False
1064,in,in,,,,,False
1067,the,the,,,,,False
1071,urine,urine,T26,Organism_substance-Unit,,,False
1077,of,of,,,,,False
1080,patients,patient,T27,Organism-Unit,,,False
1088,.,.,,,,,True
1090,However,however,,,,,False
1097,",",",",,,,,False
1099,the,the,,,,,False
1103,mechanism,mechanism,,,,,False
1112,(,(,,,,,False
1113,s,s,,,,,False
1114,),),,,,,False
1116,by,by,,,,,False
1119,which,which,,,,,False
1125,ciprofloxacin,ciprofloxacin,T28,Simple_chemical-Unit,,,False
1139,elicits,elicit,,,,,False
1147,its,it,,,,,False
1151,biological,biological,,,,,False
1162,effects,effect,,,T74,Regulation-Unit,False
1170,on,on,,,,,False
1173,bladder,bladder,T29,Cell-Begin,,,False
1181,cancer,cancer,T29,Cell-Inside,,,False
1188,cells,cell,T29,Cell-Last,,,False
1194,is,be,,,,,False
1197,not,not,,,,,False
1201,well,well,,,,,False
1206,documented,document,,,,,False
1216,.,.,,,,,True
1218,Our,our,,,,,False
1222,experimental,experimental,,,,,False
1235,data,data,,,,,False
