position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,p75,p75,T1,Gene_or_gene_product-Unit,,,False
4,mediated,mediate,,,T38,Positive_regulation-Unit,False
13,apoptosis,apoptosis,,,T39,Cell_death-Unit,False
23,in,in,,,,,False
26,neuroblastoma,neuroblastoma,T2,Cell-Begin,,,False
40,cells,cell,T2,Cell-Last,,,False
46,is,be,,,,,False
49,inhibited,inhibit,,,T40,Negative_regulation-Unit,False
59,by,by,,,,,False
62,expression,expression,,,T41,Gene_expression-Unit,False
73,of,of,,,,,False
76,TrkA,trka,T3,Gene_or_gene_product-Unit,,,False
80,.,.,,,,,True
83,BACKGROUND,background,,,,,False
93,:,:,,,,,False
95,Neurotrophins,neurotrophins,T4,Gene_or_gene_product-Unit,,,False
109,mediate,mediate,,,,,False
117,their,their,,,,,False
123,effects,effect,,,,,False
131,by,by,,,,,False
134,binding,bind,,,T42,Binding-Unit,False
142,to,to,,,,,False
145,members,member,,,,,False
153,of,of,,,,,False
156,the,the,,,,,False
160,Trk,trk,T5,Gene_or_gene_product-Unit,,,False
164,family,family,,,,,False
171,of,of,,,,,False
174,receptor,receptor,,,,,False
183,tyrosine,tyrosine,,,,,False
192,kinases,kinase,,,,,False
200,and,and,,,,,False
204,to,to,,,,,False
207,the,the,,,,,False
211,low,low,,,,,False
214,-,-,,,,,False
215,affinity,affinity,,,,,False
224,nerve,nerve,,,,,False
230,growth,growth,,,,,False
237,factor,factor,,,,,False
244,receptor,receptor,,,,,False
253,p75,p75,T6,Gene_or_gene_product-Unit,,,False
256,.,.,,,,,True
258,Nerve,nerve,T7,Gene_or_gene_product-Begin,,,False
264,growth,growth,T7,Gene_or_gene_product-Inside,,,False
271,factor,factor,T7,Gene_or_gene_product-Last,,,False
278,(,(,,,,,False
279,NGF,ngf,T8,Gene_or_gene_product-Unit,,,False
282,),),,,,,False
284,has,have,,,,,False
288,been,be,,,,,False
293,demonstrated,demonstrate,,,,,False
306,to,to,,,,,False
309,support,support,,,T43,Positive_regulation-Unit,False
317,survival,survival,,,T44,Death-Unit,False
326,and,and,,,,,False
330,differentiation,differentiation,,,T45,Cell_differentiation-Unit,False
346,of,of,,,,,False
349,neuroblastoma,neuroblastoma,T9,Cell-Begin,,,False
363,(,(,T9,Cell-Inside,,,False
364,NB,nb,T9,Cell-Inside,,,False
366,),),T9,Cell-Inside,,,False
368,cells,cell,T9,Cell-Last,,,False
374,by,by,,,,,False
377,activation,activation,,,T46,Positive_regulation-Unit,False
388,of,of,,,,,False
391,the,the,,,,,False
395,TrkA,trka,T10,Gene_or_gene_product-Unit,,,False
400,receptor,receptor,,,,,False
408,.,.,,,,,True
410,The,the,,,,,False
414,p75,p75,T11,Gene_or_gene_product-Unit,,,False
418,receptor,receptor,,,,,False
427,belongs,belongs,,,,,False
435,to,to,,,,,False
438,the,the,,,,,False
442,tumor,tumor,T12,Gene_or_gene_product-Begin,,,False
448,necrosis,necrosis,T12,Gene_or_gene_product-Inside,,,False
457,factor,factor,T12,Gene_or_gene_product-Last,,,False
464,(,(,,,,,False
465,TNF,tnf,T13,Gene_or_gene_product-Unit,,,False
468,),),,,,,False
470,family,family,,,,,False
477,of,of,,,,,False
480,death,death,,,,,False
486,receptors,receptor,,,,,False
496,and,and,,,,,False
500,has,have,,,,,False
504,been,be,,,,,False
509,suggested,suggest,,,,,False
519,as,a,,,,,False
522,a,a,,,,,False
524,receptor,receptor,,,,,False
533,that,that,,,,,False
538,mediates,mediate,,,T47,Regulation-Unit,False
547,apoptosis,apoptosis,,,T48,Cell_death-Unit,False
557,in,in,,,,,False
560,neuronal,neuronal,T14,Cell-Unit,,,False
569,and,and,,,,,False
573,NB,nb,T15,Cell-Begin,,,False
576,cells,cell,T15,Cell-Last,,,False
581,.,.,,,,,True
583,PROCEDURE,procedure,,,,,False
592,:,:,,,,,False
594,To,to,,,,,False
597,investigate,investigate,,,,,False
609,the,the,,,,,False
613,effect,effect,,,T49,Regulation-Unit,False
620,of,of,,,,,False
623,p75,p75,T16,Gene_or_gene_product-Unit,,,False
627,expression,expression,,,T50,Gene_expression-Unit,False
638,in,in,,,,,False
641,NB,nb,T17,Cancer-Unit,,,False
643,",",",",,,,,False
645,we,we,,,,,False
648,transfected,transfected,,,T51,Planned_process-Unit,False
660,the,the,,,,,False
664,p75,p75,T18,Gene_or_gene_product-Unit,,,False
668,cDNA,cdna,,,,,False
673,into,into,,,,,False
678,SH,sh,T19,Cell-Begin,,,False
680,-,-,T19,Cell-Inside,,,False
681,SY5Y,sy5y,T19,Cell-Inside,,,False
686,cells,cell,T19,Cell-Last,,,False
691,",",",",,,,,False
693,an,an,,,,,False
696,NB,nb,T20,Cell-Begin,,,False
