position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,NIH3T3,nih3t3,T1,Cell-Begin,,,False
7,transfectant,transfectant,T1,Cell-Last,,,False
20,containing,contain,,,,,False
31,human,human,T2,Organism-Unit,,,False
37,K,k,T3,Gene_or_gene_product-Begin,,,False
38,-,-,T3,Gene_or_gene_product-Inside,,,False
39,ras,ra,T3,Gene_or_gene_product-Last,,,False
43,oncogene,oncogene,,,,,False
52,shows,show,,,,,False
58,enhanced,enhance,,,T47,Positive_regulation-Unit,False
67,metastatic,metastatic,,,T48,Metastasis-Unit,False
78,activity,activity,,,,,False
87,after,after,,,,,False
93,in,in,,,,,False
96,vivo,vivo,,,,,False
101,tumor,tumor,T4,Cancer-Unit,,,False
107,growth,growth,,,T49,Growth-Unit,False
114,or,or,,,,,False
117,co,co,,,T50,Planned_process-Begin,False
119,-,-,,,T50,Planned_process-Inside,False
120,culture,culture,,,T50,Planned_process-Last,False
128,with,with,,,,,False
133,fibroblasts,fibroblast,T5,Cell-Unit,,,False
144,.,.,,,,,True
147,A,a,,,,,False
149,clone,clone,T6,Cell-Unit,,,False
155,of,of,,,,,False
158,NIH3T3,nih3t3,T7,Cell-Begin,,,False
165,transformant,transformant,T7,Cell-Last,,,False
178,(,(,,,,,False
179,H,h,T8,Cell-Begin,,,False
180,-,-,T8,Cell-Inside,,,False
181,3,3,T8,Cell-Last,,,False
182,),),,,,,False
183,",",",",,,,,False
185,obtained,obtain,,,,,False
194,by,by,,,,,False
197,transfecting,transfecting,,,T51,Planned_process-Unit,False
210,genomic,genomic,,,,,False
218,DNA,dna,T9,Cellular_component-Unit,,,False
222,of,of,,,,,False
225,a,a,,,,,False
227,human,human,T10,Organism-Unit,,,False
233,colon,colon,T11,Cell-Begin,,,False
239,carcinoma,carcinoma,T11,Cell-Inside,,,False
249,cell,cell,T11,Cell-Inside,,,False
254,line,line,T11,Cell-Last,,,False
258,",",",",,,,,False
260,contains,contain,,,,,False
269,human,human,T12,Organism-Unit,,,False
275,K,k,T13,Gene_or_gene_product-Begin,,,False
276,-,-,T13,Gene_or_gene_product-Inside,,,False
277,ras,ra,T13,Gene_or_gene_product-Last,,,False
281,oncogene,oncogene,,,,,False
290,and,and,,,,,False
294,yields,yield,,,,,False
301,metastatic,metastatic,,,T52,Metastasis-Unit,False
312,pulmonary,pulmonary,T14,Pathological_formation-Begin,,,False
322,nodules,nodule,T14,Pathological_formation-Last,,,False
330,after,after,,,,,False
336,intravenous,intravenous,T15,Immaterial_anatomical_entity-Unit,,,False
348,injection,injection,,,T53,Planned_process-Unit,False
358,of,of,,,,,False
361,the,the,,,,,False
365,cells,cell,T16,Cell-Unit,,,False
371,into,into,,,,,False
376,nude,nude,T17,Organism-Begin,,,False
381,mice,mouse,T17,Organism-Last,,,False
385,.,.,,,,,True
387,This,this,,,,,False
392,metastatic,metastatic,,,T54,Metastasis-Unit,False
403,ability,ability,,,,,False
411,was,be,,,,,False
415,enhanced,enhance,,,T55,Positive_regulation-Unit,False
424,remarkably,remarkably,,,,,False
435,after,after,,,,,False
441,in,in,,,,,False
444,vivo,vivo,,,,,False
449,tumor,tumor,T18,Cancer-Unit,,,False
455,growth,growth,,,T56,Growth-Unit,False
462,(,(,,,,,False
463,subcutaneous,subcutaneous,,,,,False
476,tumor,tumor,T19,Cancer-Unit,,,False
482,formation,formation,,,T57,Development-Unit,False
492,in,in,,,,,False
495,nude,nude,T20,Organism-Begin,,,False
500,mice,mouse,T20,Organism-Last,,,False
504,),),,,,,False
506,accompanied,accompany,,,,,False
518,by,by,,,,,False
521,increased,increased,,,T58,Positive_regulation-Unit,False
