position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Epidermal,epidermal,T1,Gene_or_gene_product-Begin,,,False
10,growth,growth,T1,Gene_or_gene_product-Inside,,,False
17,factor,factor,T1,Gene_or_gene_product-Last,,,False
24,and,and,,,,,False
28,its,it,,,,,False
32,receptor,receptor,,,,,False
40,.,.,,,,,True
43,Epidermal,epidermal,T2,Gene_or_gene_product-Begin,,,False
53,growth,growth,T2,Gene_or_gene_product-Inside,,,False
60,factor,factor,T2,Gene_or_gene_product-Last,,,False
67,(,(,,,,,False
68,EGF,egf,T3,Gene_or_gene_product-Unit,,,False
71,),),,,,,False
73,binds,bind,,,T23,Binding-Unit,False
79,with,with,,,,,False
84,high,high,,,,,False
89,affinity,affinity,,,,,False
98,and,and,,,,,False
102,specificity,specificity,,,,,False
114,to,to,,,,,False
117,a,a,,,,,False
119,single,single,,,,,False
126,site,site,,,,,False
131,on,on,,,,,False
134,the,the,,,,,False
138,external,external,,,,,False
147,domain,domain,,,,,False
154,of,of,,,,,False
157,its,it,,,,,False
161,transmembrane,transmembrane,T4,Cellular_component-Unit,,,False
175,receptor,receptor,,,,,False
184,to,to,,,,,False
187,activate,activate,,,,,False
196,the,the,,,,,False
200,tyrosine,tyrosine,,,,,False
209,protein,protein,,,,,False
217,kinase,kinase,,,,,False
224,activity,activity,,,,,False
233,of,of,,,,,False
236,its,it,,,,,False
240,cytoplasmic,cytoplasmic,T5,Organism_substance-Unit,,,False
252,portion,portion,,,,,False
259,.,.,,,,,True
261,The,the,,,,,False
265,EGF,egf,T6,Gene_or_gene_product-Begin,,,False
269,receptor,receptor,T6,Gene_or_gene_product-Last,,,False
278,gene,gene,,,,,False
283,is,be,,,,,False
286,amplified,amplify,,,T24,Mutation-Unit,False
296,and,and,,,,,False
300,over,over,,,T25,Gene_expression-Begin,False
304,-,-,,,T25,Gene_expression-Inside,False
305,expressed,express,,,T25,Gene_expression-Last,False
315,in,in,,,,,False
318,several,several,,,,,False
326,human,human,T7,Organism-Unit,,,False
332,tumors,tumor,T8,Cancer-Unit,,,False
338,",",",",,,,,False
340,suggesting,suggest,,,,,False
351,that,that,,,,,False
356,increased,increase,,,,,False
366,concentrations,concentration,,,,,False
381,of,of,,,,,False
384,the,the,,,,,False
388,proto,proto,,,,,False
393,-,-,,,,,False
394,oncogene,oncogene,,,,,False
403,leads,lead,,,,,False
409,to,to,,,,,False
412,constitutive,constitutive,,,,,False
425,activity,activity,,,,,False
434,similar,similar,,,,,False
442,to,to,,,,,False
445,that,that,,,,,False
450,seen,see,,,,,False
455,with,with,,,,,False
460,oncogene,oncogene,,,,,False
469,erb,erb,T9,Gene_or_gene_product-Begin,,,False
473,B,b,T9,Gene_or_gene_product-Last,,,False
474,.,.,,,,,False
476,Synthesis,synthesis,,,T26,Gene_expression-Unit,False
486,and,and,,,,,False
490,degradation,degradation,,,T27,Catabolism-Unit,False
502,of,of,,,,,False
505,the,the,,,,,False
509,EGF,egf,T10,Gene_or_gene_product-Begin,,,False
513,receptor,receptor,T10,Gene_or_gene_product-Last,,,False
522,are,be,,,,,False
526,regulated,regulate,,,T28,Regulation-Unit,False
535,",",",",,,,,False
537,in,in,,,,,False
540,addition,addition,,,,,False
548,",",",",,,,,False
550,covalent,covalent,,,,,False
559,modification,modification,,,,,False
572,by,by,,,,,False
575,phosphorylation,phosphorylation,,,T29,Phosphorylation-Unit,False
591,regulates,regulates,,,T30,Regulation-Unit,False
601,activity,activity,,,,,False
610,of,of,,,,,False
613,the,the,,,,,False
617,receptor,receptor,,,,,False
626,protein,protein,,,,,False
633,.,.,,,,,True
635,Intramolecular,intramolecular,,,,,False
650,self,self,,,T31,Phosphorylation-Begin,False
654,-,-,,,T31,Phosphorylation-Inside,False
655,phosphorylation,phosphorylation,,,T31,Phosphorylation-Last,False
671,of,of,,,,,False
674,Tyr1173,tyr1173,T11,Amino_acid-Unit,,,False
682,removes,remove,,,,,False
690,a,a,,,,,False
692,competitive,competitive,,,,,False
704,inhibitory,inhibitory,,,,,False
715,constraint,constraint,,,,,False
726,to,to,,,,,False
729,enhance,enhance,,,,,False
