position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Glucose,glucose,T1,Simple_chemical-Unit,,,False
8,and,and,,,,,False
12,lactate,lactate,T2,Simple_chemical-Unit,,,False
20,metabolism,metabolism,,,T22,Metabolism-Unit,False
31,in,in,,,,,False
34,C6,c6,T3,Cell-Begin,,,False
37,glioma,glioma,T3,Cell-Inside,,,False
44,cells,cell,T3,Cell-Last,,,False
49,:,:,,,,,False
51,evidence,evidence,,,,,False
60,for,for,,,,,False
64,the,the,,,,,False
68,preferential,preferential,,,,,False
81,utilization,utilization,,,T23,Metabolism-Unit,False
93,of,of,,,,,False
96,lactate,lactate,T4,Simple_chemical-Unit,,,False
104,for,for,,,,,False
108,cell,cell,T5,Cell-Unit,,,False
113,oxidative,oxidative,,,,,False
123,metabolism,metabolism,,,,,False
133,.,.,,,,,True
135,13C,13c,T6,Simple_chemical-Unit,,,False
139,and,and,,,,,False
143,1H,1h,T7,Simple_chemical-Unit,,,False
146,nuclear,nuclear,,,,,False
154,magnetic,magnetic,,,,,False
163,resonance,resonance,,,,,False
173,spectroscopy,spectroscopy,,,,,False
186,(,(,,,,,False
187,NMR,nmr,,,,,False
190,),),,,,,False
192,was,be,,,,,False
196,used,use,,,,,False
201,to,to,,,,,False
204,investigate,investigate,,,,,False
216,the,the,,,,,False
220,metabolism,metabolism,,,T24,Metabolism-Unit,False
231,of,of,,,,,False
234,L,l,T8,Simple_chemical-Begin,,,False
235,-,-,T8,Simple_chemical-Inside,,,False
236,lactate,lactate,T8,Simple_chemical-Last,,,False
244,and,and,,,,,False
248,D,d,T9,Simple_chemical-Begin,,,False
249,-,-,T9,Simple_chemical-Inside,,,False
250,glucose,glucose,T9,Simple_chemical-Last,,,False
258,in,in,,,,,False
261,C6,c6,T10,Cell-Begin,,,False
264,glioma,glioma,T10,Cell-Inside,,,False
271,cells,cell,T10,Cell-Last,,,False
276,.,.,,,,,True
278,The,the,,,,,False
282,13C,13c,T11,Simple_chemical-Unit,,,False
286,enrichment,enrichment,,,T25,Planned_process-Unit,False
297,of,of,,,,,False
300,cell,cell,T12,Cell-Unit,,,False
305,metabolites,metabolite,,,,,False
317,was,be,,,,,False
321,examined,examine,,,,,False
330,after,after,,,,,False
336,a,a,,,,,False
338,4,4,,,,,False
339,-,-,,,,,False
340,h,h,,,,,False
342,incubation,incubation,,,T26,Planned_process-Unit,False
353,in,in,,,,,False
356,media,medium,,,,,False
362,containing,contain,,,,,False
373,5,5,,,,,False
374,.,.,,,,,False
375,5,5,,,,,False
377,mM,mm,,,,,False
380,glucose,glucose,T13,Simple_chemical-Unit,,,False
388,and,and,,,,,False
392,11,11,,,,,False
395,mM,mm,,,,,False
398,lactate,lactate,T14,Simple_chemical-Unit,,,False
405,",",",",,,,,False
407,each,each,,,,,False
412,metabolite,metabolite,,,,,False
423,being,be,,,,,False
