position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Growth,growth,,,T47,Cell_proliferation-Unit,False
7,state,state,,,,,False
12,-,-,,,,,False
13,dependent,dependent,,,T48,Positive_regulation-Unit,False
23,regulation,regulation,,,T49,Regulation-Unit,False
34,of,of,,,,,False
37,protein,protein,T1,Gene_or_gene_product-Begin,,,False
45,kinase,kinase,T1,Gene_or_gene_product-Inside,,,False
52,C,c,T1,Gene_or_gene_product-Last,,,False
54,in,in,,,,,False
57,normal,normal,,,,,False
64,and,and,,,,,False
68,transformed,transformed,,,T50,Cell_transformation-Unit,False
80,murine,murine,T2,Organism-Unit,,,False
87,cells,cell,T3,Cell-Unit,,,False
92,.,.,,,,,True
95,We,we,,,,,False
98,determined,determine,,,,,False
109,whether,whether,,,,,False
117,growth,growth,,,T51,Cell_proliferation-Unit,False
124,state,state,,,,,False
130,can,can,,,,,False
134,influence,influence,,,T52,Regulation-Unit,False
144,the,the,,,,,False
148,action,action,,,,,False
155,of,of,,,,,False
158,protein,protein,T4,Gene_or_gene_product-Begin,,,False
166,kinase,kinase,T4,Gene_or_gene_product-Inside,,,False
173,C,c,T4,Gene_or_gene_product-Last,,,False
175,by,by,,,,,False
178,measuring,measure,,,,,False
188,protein,protein,T5,Gene_or_gene_product-Begin,,,False
196,kinase,kinase,T5,Gene_or_gene_product-Inside,,,False
203,C,c,T5,Gene_or_gene_product-Last,,,False
205,activity,activity,,,,,False
214,in,in,,,,,False
217,growing,grow,,,T53,Cell_proliferation-Unit,False
225,and,and,,,,,False
229,stationary,stationary,,,,,False
240,cultures,culture,,,,,False
249,of,of,,,,,False
252,normal,normal,,,,,False
259,and,and,,,,,False
263,transformed,transformed,,,T54,Cell_transformation-Unit,False
275,cells,cell,T6,Cell-Unit,,,False
280,.,.,,,,,True
282,Two,two,,,,,False
286,approaches,approach,,,,,False
297,were,be,,,,,False
302,used,use,,,,,False
307,to,to,,,,,False
310,measure,measure,,,,,False
318,protein,protein,T7,Gene_or_gene_product-Begin,,,False
326,kinase,kinase,T7,Gene_or_gene_product-Inside,,,False
333,C,c,T7,Gene_or_gene_product-Last,,,False
334,:,:,,,,,False
336,assay,assay,,,,,False
342,of,of,,,,,False
345,intact,intact,,,,,False
352,cells,cell,T8,Cell-Unit,,,False
358,for,for,,,,,False
362,inhibition,inhibition,,,T55,Negative_regulation-Unit,False
373,of,of,,,,,False
376,epidermal,epidermal,T9,Gene_or_gene_product-Begin,,,False
386,growth,growth,T9,Gene_or_gene_product-Inside,,,False
393,factor,factor,T9,Gene_or_gene_product-Last,,,False
400,(,(,,,,,False
401,EGF,egf,T10,Gene_or_gene_product-Unit,,,False
404,),),,,,,False
406,binding,binding,,,T56,Binding-Unit,False
414,in,in,,,,,False
417,response,response,,,T57,Positive_regulation-Unit,False
426,to,to,,,,,False
429,phorbol,phorbol,T11,Simple_chemical-Begin,,,False
437,dibutyrate,dibutyrate,T11,Simple_chemical-Last,,,False
448,(,(,,,,,False
449,PDBu,pdbu,T12,Simple_chemical-Unit,,,False
453,),),,,,,False
454,;,;,,,,,False
456,and,and,,,,,False
460,assay,assay,,,,,False
466,of,of,,,,,False
469,detergent,detergent,,,,,False
479,extracts,extract,T13,Organism_substance-Unit,,,False
488,for,for,,,,,False
492,total,total,,,,,False
498,calcium,calcium,T14,Simple_chemical-Unit,,,False
505,",",",",,,,,False
507,phospholipid,phospholipid,T15,Simple_chemical-Unit,,,False
519,-,-,,,,,False
520,dependent,dependent,,,,,False
530,kinase,kinase,,,,,False
537,activity,activity,,,,,False
545,.,.,,,,,True
547,In,in,,,,,False
550,extracts,extract,T16,Organism_substance-Unit,,,False
559,of,of,,,,,False
562,growing,grow,,,T58,Cell_proliferation-Unit,False
570,and,and,,,,,False
574,stationary,stationary,,,,,False
585,Swiss,swiss,T17,Cell-Begin,,,False
591,3T3,3t3,T17,Cell-Inside,,,False
595,cells,cell,T17,Cell-Last,,,False
600,",",",",,,,,False
602,the,the,,,,,False
606,total,total,,,,,False
612,amount,amount,,,,,False
619,of,of,,,,,False
622,protein,protein,T18,Gene_or_gene_product-Begin,,,False
630,kinase,kinase,T18,Gene_or_gene_product-Inside,,,False
637,C,c,T18,Gene_or_gene_product-Last,,,False
639,activity,activity,,,,,False
648,was,be,,,,,False
652,similar,similar,,,,,False
659,",",",",,,,,False
661,indicating,indicate,,,,,False
672,that,that,,,,,False
677,growth,growth,,,T59,Cell_proliferation-Unit,False
684,state,state,,,,,False
690,does,do,,,,,False
695,not,not,,,,,False
699,alter,alter,,,T60,Regulation-Unit,False
705,the,the,,,,,False
709,level,level,,,,,False
715,of,of,,,,,False
718,enzyme,enzyme,,,,,False
725,in,in,,,,,False
728,the,the,,,,,False
732,cell,cell,T19,Cell-Unit,,,False
736,.,.,,,,,True
738,The,the,,,,,False
742,short,short,,,,,False
747,-,-,,,,,False
748,term,term,,,,,False
753,response,response,,,,,False
762,of,of,,,,,False
765,Swiss,swiss,T20,Cell-Begin,,,False
771,3T3,3t3,T20,Cell-Inside,,,False
775,cells,cell,T20,Cell-Last,,,False
781,to,to,,,,,False
784,an,an,,,,,False
787,activator,activator,,,,,False
797,of,of,,,,,False
800,protein,protein,T21,Gene_or_gene_product-Begin,,,False
808,kinase,kinase,T21,Gene_or_gene_product-Inside,,,False
815,C,c,T21,Gene_or_gene_product-Last,,,False
817,also,also,,,,,False
822,appeared,appear,,,,,False
831,to,to,,,,,False
834,be,be,,,,,False
837,independent,independent,,,,,False
849,of,of,,,,,False
852,growth,growth,,,T61,Cell_proliferation-Unit,False
859,state,state,,,,,False
864,",",",",,,,,False
866,since,since,,,,,False
872,the,the,,,,,False
876,50,50,,,,,False
878,%,%,,,,,False
880,effective,effective,,,,,False
890,dose,dose,,,,,False
895,for,for,,,,,False
899,PDBu,pdbu,T22,Simple_chemical-Unit,,,False
904,inhibition,inhibition,,,T62,Negative_regulation-Unit,False
915,of,of,,,,,False
918,EGF,egf,T23,Gene_or_gene_product-Unit,,,False
922,binding,binding,,,T63,Binding-Unit,False
930,to,to,,,,,False
933,its,it,,,,,False
937,receptor,receptor,,,,,False
946,was,be,,,,,False
950,approximately,approximately,,,,,False
964,7,7,,,,,False
966,nM,nm,,,,,False
969,for,for,,,,,False
973,both,both,,,,,False
978,growth,growth,,,T64,Cell_proliferation-Unit,False
985,conditions,condition,,,,,False
995,.,.,,,,,True
997,In,in,,,,,False
1000,contrast,contrast,,,,,False
1008,",",",",,,,,False
1010,the,the,,,,,False
1014,response,response,,,,,False
1023,of,of,,,,,False
1026,cells,cell,T24,Cell-Unit,,,False
1032,to,to,,,,,False
1035,long,long,,,,,False
1039,-,-,,,,,False
1040,term,term,,,,,False
1045,treatment,treatment,,,T65,Planned_process-Unit,False
1055,with,with,,,,,False
1060,PDBu,pdbu,T25,Simple_chemical-Unit,,,False
1065,was,be,,,,,False
1069,significantly,significantly,,,,,False
1083,different,different,,,,,False
1093,depending,depend,,,,,False
1103,upon,upon,,,,,False
1108,the,the,,,,,False
1112,initial,initial,,,,,False
1120,growth,growth,,,T66,Cell_proliferation-Unit,False
1127,state,state,,,,,False
1133,of,of,,,,,False
1136,the,the,,,,,False
1140,cells,cell,T26,Cell-Unit,,,False
1145,.,.,,,,,True
1147,In,in,,,,,False
1150,both,both,,,,,False
1155,growth,growth,,,,,False
1162,states,state,,,,,False
1168,",",",",,,,,False
1170,PDBu,pdbu,T27,Simple_chemical-Unit,,,False
1175,caused,cause,,,,,False
1182,loss,loss,,,T67,Negative_regulation-Unit,False
1187,of,of,,,,,False
1190,protein,protein,T28,Gene_or_gene_product-Begin,,,False
1198,kinase,kinase,T28,Gene_or_gene_product-Inside,,,False
1205,C,c,T28,Gene_or_gene_product-Last,,,False
1207,activity,activity,,,,,False
1215,",",",",,,,,False
1217,which,which,,,,,False
1223,reflected,reflect,,,,,False
1233,a,a,,,,,False
1235,loss,loss,,,,,False
1240,in,in,,,,,False
1243,protein,protein,,,,,False
1251,mass,mass,,,,,False
1256,as,a,,,,,False
1259,determined,determine,,,,,False
1270,by,by,,,,,False
1273,immunoblotting,immunoblotting,,,,,False
1288,with,with,,,,,False
1293,antiserum,antiserum,T29,Organism_substance-Unit,,,False
1303,to,to,,,,,False
1306,protein,protein,T30,Gene_or_gene_product-Begin,,,False
1314,kinase,kinase,T30,Gene_or_gene_product-Inside,,,False
