position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,IL,il,T1,Gene_or_gene_product-Begin,,,False
2,-,-,T1,Gene_or_gene_product-Inside,,,False
3,12,12,T1,Gene_or_gene_product-Last,,,False
6,inhibition,inhibition,,,T42,Negative_regulation-Unit,False
17,of,of,,,,,False
20,endothelial,endothelial,T2,Cell-Begin,,,False
32,cell,cell,T2,Cell-Last,,,False
37,functions,function,,,,,False
47,and,and,,,,,False
51,angiogenesis,angiogenesis,,,T43,Blood_vessel_development-Unit,False
64,depends,depends,,,,,False
72,on,on,,,,,False
75,lymphocyte,lymphocyte,T3,Cell-Unit,,,False
85,-,-,,,,,False
86,endothelial,endothelial,T4,Cell-Begin,,,False
98,cell,cell,T4,Cell-Last,,,False
103,cross,cross,,,,,False
108,-,-,,,,,False
109,talk,talk,,,,,False
113,.,.,,,,,True
115,In,in,,,,,False
118,vivo,vivo,,,,,False
123,IL,il,T5,Gene_or_gene_product-Begin,,,False
125,-,-,T5,Gene_or_gene_product-Inside,,,False
126,12,12,T5,Gene_or_gene_product-Last,,,False
128,-,-,,,,,False
129,dependent,dependent,,,T44,Positive_regulation-Unit,False
139,tumor,tumor,T6,Cancer-Unit,,,False
145,inhibition,inhibition,,,T45,Negative_regulation-Unit,False
156,rests,rest,,,,,False
162,on,on,,,,,False
165,the,the,,,,,False
169,ability,ability,,,,,False
177,of,of,,,,,False
180,IL,il,T7,Gene_or_gene_product-Begin,,,False
182,-,-,T7,Gene_or_gene_product-Inside,,,False
183,12,12,T7,Gene_or_gene_product-Last,,,False
186,to,to,,,,,False
189,activate,activate,,,,,False
198,a,a,,,,,False
200,CD8,cd8,T8,Gene_or_gene_product-Unit,,,False
203,-,-,,,,,False
204,mediated,mediate,,,,,False
213,cytotoxicity,cytotoxicity,,,,,False
225,",",",",,,,,False
227,inhibit,inhibit,,,T46,Negative_regulation-Unit,False
235,angiogenesis,angiogenesis,,,T47,Blood_vessel_development-Unit,False
247,",",",",,,,,False
249,and,and,,,,,False
253,cause,cause,,,T48,Positive_regulation-Unit,False
259,vascular,vascular,T9,Multi-tissue_structure-Unit,,,False
268,injury,injury,,,T49,Breakdown-Unit,False
274,.,.,,,,,True
276,Although,although,,,,,False
285,in,in,,,,,False
288,vivo,vivo,,,,,False
293,studies,study,,,,,False
301,have,have,,,,,False
306,shown,show,,,,,False
312,that,that,,,,,False
317,such,such,,,,,False
322,inhibition,inhibition,,,,,False
333,stems,stem,,,,,False
339,from,from,,,,,False
344,complex,complex,,,,,False
352,interactions,interaction,,,,,False
365,of,of,,,,,False
368,immune,immune,T10,Cell-Begin,,,False
375,cells,cell,T10,Cell-Last,,,False
381,and,and,,,,,False
385,the,the,,,,,False
389,production,production,,,T50,Gene_expression-Unit,False
400,of,of,,,,,False
403,IFN,ifn,T11,Gene_or_gene_product-Begin,,,False
406,-,-,T11,Gene_or_gene_product-Inside,,,False
407,gamma,gamma,T11,Gene_or_gene_product-Last,,,False
413,and,and,,,,,False
417,other,other,,,,,False
423,downstream,downstream,,,,,False
434,angiostatic,angiostatic,,,,,False
446,chemokines,chemokines,,,,,False
456,",",",",,,,,False
458,the,the,,,,,False
462,mechanisms,mechanism,,,,,False
473,involved,involve,,,,,False
482,are,be,,,,,False
486,still,still,,,,,False
492,poorly,poorly,,,,,False
499,defined,define,,,,,False
506,.,.,,,,,True
508,Here,here,,,,,False
513,we,we,,,,,False
516,show,show,,,,,False
521,that,that,,,,,False
526,IL,il,T12,Gene_or_gene_product-Begin,,,False
528,-,-,T12,Gene_or_gene_product-Inside,,,False
529,12,12,T12,Gene_or_gene_product-Last,,,False
532,activates,activates,,,T51,Positive_regulation-Unit,False
542,an,an,,,,,False
545,anti,anti,,,,,False
549,-,-,,,,,False
550,angiogenic,angiogenic,,,T52,Blood_vessel_development-Unit,False
561,program,program,,,T53,Negative_regulation-Unit,False
569,in,in,,,,,False
572,Con,con,T13,Simple_chemical-Begin,,,False
576,A,a,T13,Simple_chemical-Last,,,False
577,-,-,,,,,False
578,activated,activate,,,T54,Positive_regulation-Unit,False
588,mouse,mouse,T14,Organism-Unit,,,False
594,spleen,spleen,T15,Cell-Begin,,,False
601,cells,cell,T15,Cell-Last,,,False
607,(,(,,,,,False
608,activated,activate,,,T55,Positive_regulation-Unit,False
618,spc,spc,T16,Cell-Unit,,,False
621,),),,,,,False
623,or,or,,,,,False
626,human,human,T17,Organism-Unit,,,False
632,PBMC,pbmc,T18,Cell-Unit,,,False
637,(,(,,,,,False
638,activated,activated,,,T56,Positive_regulation-Unit,False
648,PBMC,pbmc,T19,Cell-Unit,,,False
652,),),,,,,False
653,.,.,,,,,True
655,The,the,,,,,False
659,soluble,soluble,,,,,False
667,factors,factor,,,,,False
675,they,they,,,,,False
680,release,release,,,,,False
688,in,in,,,,,False
691,its,it,,,,,False
695,presence,presence,,,,,False
704,arrest,arrest,,,T57,Negative_regulation-Unit,False
711,the,the,,,,,False
715,cycle,cycle,,,,,False
721,of,of,,,,,False
724,endothelial,endothelial,T20,Cell-Begin,,,False
736,cells,cell,T20,Cell-Last,,,False
742,(,(,,,,,False
743,EC,ec,T21,Cell-Unit,,,False
745,),),,,,,False
746,",",",",,,,,False
748,inhibit,inhibit,,,T58,Negative_regulation-Unit,False
756,in,in,,,,,False
759,vitro,vitro,,,,,False
765,angiogenesis,angiogenesis,,,T59,Blood_vessel_development-Unit,False
777,",",",",,,,,False
779,negatively,negatively,,,T60,Negative_regulation-Begin,False
790,modulate,modulate,,,T60,Negative_regulation-Last,False
799,the,the,,,,,False
803,production,production,,,T61,Gene_expression-Unit,False
814,of,of,,,,,False
817,matrix,matrix,T22,Gene_or_gene_product-Begin,,,False
824,metalloproteinase,metalloproteinase,T22,Gene_or_gene_product-Inside,,,False
841,-,-,T22,Gene_or_gene_product-Inside,,,False
842,9,9,T22,Gene_or_gene_product-Last,,,False
843,",",",",,,,,False
845,and,and,,,,,False
849,the,the,,,,,False
853,ability,ability,,,,,False
861,of,of,,,,,False
864,EC,ec,T23,Cell-Unit,,,False
867,to,to,,,,,False
870,adhere,adhere,,,T62,Binding-Unit,False
877,to,to,,,,,False
880,vitronectin,vitronectin,T24,Gene_or_gene_product-Unit,,,False
892,and,and,,,,,False
896,up,up,,,T63,Positive_regulation-Begin,False
898,-,-,,,T63,Positive_regulation-Inside,False
899,regulate,regulate,,,T63,Positive_regulation-Last,False
908,ICAM,icam,T25,Gene_or_gene_product-Begin,,,False
912,-,-,T25,Gene_or_gene_product-Inside,,,False
913,1,1,T25,Gene_or_gene_product-Last,,,False
915,and,and,,,,,False
919,VCAM,vcam,T26,Gene_or_gene_product-Begin,,,False
923,-,-,T26,Gene_or_gene_product-Inside,,,False
924,1,1,T26,Gene_or_gene_product-Last,,,False
926,expression,expression,,,T64,Gene_expression-Unit,False
936,.,.,,,,,True
938,These,these,,,,,False
944,effects,effect,,,,,False
952,do,do,,,,,False
955,not,not,,,,,False
959,require,require,,,T65,Regulation-Unit,False
967,direct,direct,,,,,False
974,cell,cell,T27,Cell-Unit,,,False
978,-,-,,,,,False
979,cell,cell,T28,Cell-Unit,,,False
984,contact,contact,,,T66,Binding-Unit,False
991,",",",",,,,,False
993,yet,yet,,,,,False
997,result,result,,,,,False
1004,from,from,,,,,False
1009,continuous,continuous,,,,,False
1020,interaction,interaction,,,T67,Binding-Unit,False
1032,between,between,,,,,False
1040,activated,activate,,,T68,Positive_regulation-Unit,False
1050,lymphoid,lymphoid,T29,Cell-Begin,,,False
1059,cells,cell,T29,Cell-Last,,,False
1065,and,and,,,,,False
1069,EC,ec,T30,Cell-Unit,,,False
1071,.,.,,,,,True
1073,We,we,,,,,False
1076,used,use,,,,,False
1081,neutralizing,neutralize,,,,,False
1094,Abs,ab,,,,,False
1098,to,to,,,,,False
1101,show,show,,,,,False
1106,that,that,,,,,False
1111,the,the,,,,,False
1115,IFN,ifn,T31,Gene_or_gene_product-Begin,,,False
1118,-,-,T31,Gene_or_gene_product-Inside,,,False
1119,inducible,inducible,T31,Gene_or_gene_product-Inside,,,False
1129,protein,protein,T31,Gene_or_gene_product-Inside,,,False
1136,-,-,T31,Gene_or_gene_product-Inside,,,False
1137,10,10,T31,Gene_or_gene_product-Last,,,False
1140,and,and,,,,,False
1144,monokine,monokine,,,,,False
1152,-,-,,,,,False
1153,induced,induce,,,,,False
1161,by,by,,,,,False
1164,IFN,ifn,,,,,False
1167,-,-,,,,,False
1168,gamma,gamma,,,,,False
1174,chemokines,chemokines,,,,,False
1185,are,be,,,,,False
1189,pivotal,pivotal,,,,,False
1197,in,in,,,,,False
1200,inducing,induce,,,,,False
1209,these,these,,,,,False
1215,effects,effect,,,,,False
1222,.,.,,,,,True
